"","prvblf","othblf","pubact","prvact","iden1","iden2","wave","sex","age","educ","work","ethnic","denom","marital","pubblf1","pubblf2","pubblf3","pubblf4","othblf2","pubact3","prvact2"
"1234",9,1,6,1,1,2,2,"Female",68,"High School","Full Time","White","None","Separated",3,2,2,2,2,0,2
"1235",-5,-5,-5,NA,-5,1,2,"Female",26,"High School","Full Time","Black",NA,"Married",-5,-5,-5,-5,-5,-5,-5
"1236",10,1,1,1,1,1,2,"Male",62,"High School","Other","Other","Christian","Married",2,1,2,2,2,2,2
"1237",9,1,2,1,1,2,2,"Male",53,"High School","Full Time","White","Catholic","Separated",2,4,4,-2,2,2,1
"1238",10,1,3,1,1,1,2,"Female",37,"High School","Full Time","White","Christian","Married",2,1,5,1,2,2,1
"1239",-5,-5,-5,NA,-5,1,2,"Female",83,"High School","Unemployed","Black",NA,"Widowed",-5,-5,-5,-5,-5,-5,-5
"1240",10,1,6,1,1,1,2,"Female",39,"High School","Housewife","White","Christian","Married",1,1,5,1,2,1,1
"1241",10,6,2,1,1,2,2,"Female",31,"High School","Housewife","Black","Other","Married",2,4,4,4,2,2,1
"1242",9,2,6,1,1,2,2,"Male",41,"High School","Full Time","White","Other","Married",2,2,4,4,2,1,2
"1243",10,3,3,1,1,1,2,"Male",26,"High School","Full Time","White","Catholic","Single",1,4,4,4,2,2,2
"1244",10,1,1,1,1,1,2,"Male",31,"High School","Full Time","White","Christian","Married",2,1,5,1,2,2,2
"1245",3,1,2,0,2,3,2,"Male",76,"Degree","Unemployed","White","Catholic","Married",3,5,1,5,2,2,1
"1246",10,1,2,1,1,1,2,"Male",40,"Some College","Full Time","White","Christian","Married",1,2,5,2,2,1,1
"1247",6,1,7,1,2,4,2,"Female",76,"Primary School","Housewife","White","Christian","Widowed",3,2,4,4,1,0,3
"1248",7,1,7,1,1,3,2,"Female",51,"High School","Unemployed","White","Catholic","Married",3,2,1,5,2,0,2
"1249",-5,-5,-5,NA,-5,4,2,"Male",46,"High School","Self Employed","White",NA,"Single",4,-5,-5,-5,2,0,-5
