"","X","prvblf","othblf","pubact","prvact","iden1","iden2","wave","sex","age","educ","work","ethnic","denom","marital","pubblf1","pubblf2","pubblf3","pubblf4","prvblf2","prvblf3","prvblf4","othblf2","pubact2","prvact2","pubact3"
"1571",371,6,9,4,0,2,2,"2","Male",49,"High School","Full Time","White","Christian","Separated",1,4,4,4,NA,NA,NA,2,NA,3,2
"1572",372,7,9,0,0,1,1,"2","Male",35,"High School","Full Time","White","Christian","Single",3,5,1,5,NA,NA,NA,1,NA,2,0
"1574",374,9,9,4,1,2,2,"2","Male",34,"Degree","Full Time","Hispanic","Catholic","Married",3,5,2,4,NA,NA,NA,2,NA,1,2
"1575",375,1,7,1,1,1,1,"2","Male",74,"Some College","Unemployed","White","Other","Married",3,5,5,5,NA,NA,NA,1,NA,3,0
"1576",376,7,9,1,1,2,2,"2","Female",20,"High School","Other","White","Christian","Married",3,4,4,4,NA,NA,NA,2,NA,1,0
"1577",377,7,9,4,1,2,1,"2","Male",38,"High School","Full Time","White","Other","Married",4,4,1,5,NA,NA,NA,2,NA,1,0
"1579",379,4,8,5,1,2,2,"2","Female",41,"High School","Full Time","White","Catholic","Single",2,4,2,4,NA,NA,NA,2,NA,2,2
"1580",380,9,8,5,1,2,3,"2","Male",27,"High School","Full Time","Other","Other","Married",1,2,5,1,NA,NA,NA,2,NA,2,2
"1582",382,9,9,1,1,2,3,"2","Female",63,"High School","Self Employed","White","Christian","Separated",1,4,2,2,NA,NA,NA,2,NA,1,1
"1583",383,9,9,5,1,2,3,"2","Female",52,"High School","Part Time","Hispanic","Catholic","Married",2,2,4,2,NA,NA,NA,2,NA,2,2
"1585",385,1,9,5,0,1,1,"2","Male",29,"High School","Full Time","White","Catholic","Married",3,5,4,4,NA,NA,NA,2,NA,3,1
"1588",388,9,9,0,1,2,3,"2","Female",64,"High School","Part Time","White","Christian","Separated",2,4,5,2,NA,NA,NA,2,NA,1,1
"1589",389,9,7,3,1,1,1,"2","Female",40,"High School","Full Time","Hispanic","Catholic","Single",2,4,4,4,NA,NA,NA,2,NA,2,1
"1590",390,7,8,4,1,2,2,"2","Female",52,"High School","Full Time","Hispanic","Judaism","Married",2,4,2,4,NA,NA,NA,2,NA,2,1
"1591",391,9,9,4,1,2,3,"2","Female",28,"High School","Housewife","White","Catholic","Married",1,1,5,1,NA,NA,NA,2,NA,2,2
"1593",393,9,7,3,1,2,2,"2","Male",66,"High School","Unemployed","White","Catholic","Married",2,1,4,2,NA,NA,NA,2,NA,3,1
"1594",394,9,9,5,1,2,3,"2","Female",41,"High School","Full Time","White","Catholic","Married",1,4,4,4,NA,NA,NA,2,NA,2,2
"1595",395,8,4,4,1,2,2,"2","Female",59,"High School","Full Time","White","Christian","Separated",2,4,2,4,NA,NA,NA,2,NA,3,2
"1600",400,8,9,3,1,2,1,"2","Male",54,"High School","Full Time","White","Catholic","Separated",3,1,1,1,NA,NA,NA,2,NA,2,1
"1601",401,9,9,5,1,2,3,"2","Female",68,"High School","Unemployed","White","Christian","Married",1,4,4,1,NA,NA,NA,2,NA,1,2
"1602",402,8,8,1,1,2,2,"2","Male",69,"High School","Full Time","White","Christian","Married",2,4,4,2,NA,NA,NA,1,NA,2,0
"1603",403,9,9,5,1,2,3,"2","Female",36,"High School","Full Time","White","Other","Married",2,1,5,1,NA,NA,NA,2,NA,2,2
"1605",405,9,9,6,1,2,3,"2","Male",67,"High School","Unemployed","White","Christian","Married",2,1,4,1,NA,NA,NA,2,NA,2,2
"1606",406,8,4,5,1,2,2,"2","Male",45,"High School","Self Employed","White","Catholic","Married",2,4,2,2,NA,NA,NA,2,NA,3,2
"1607",407,9,9,6,1,2,3,"2","Female",57,"High School","Self Employed","White","Christian","Married",2,4,4,4,NA,NA,NA,2,NA,1,2
"1608",408,9,9,6,1,2,3,"2","Male",38,"High School","Self Employed","White","Other","Married",4,5,1,4,NA,NA,NA,2,NA,1,2
"1609",409,0,9,5,0,1,0,"2","Female",41,"High School","Self Employed","White","Other","Married",3,5,1,5,NA,NA,NA,2,NA,3,2
"1610",410,3,8,0,0,1,1,"2","Female",46,"High School","Full Time","Other","Catholic","Single",2,4,4,4,NA,NA,NA,2,NA,2,0
"1611",411,9,9,4,1,2,2,"2","Female",43,"High School","Self Employed","White","Catholic","Married",2,1,1,1,NA,NA,NA,2,NA,2,2
"1612",412,9,9,0,1,2,2,"2","Female",55,"High School","Full Time","White","Christian","Separated",2,4,2,4,NA,NA,NA,2,NA,2,1
"1613",413,5,4,0,0,1,3,"2","Female",19,"High School","Full Time","Other","Christian","Single",3,4,4,4,NA,NA,NA,1,NA,2,1
"1614",414,8,9,4,1,2,2,"2","Male",47,"Some College","Full Time","White","Christian","Married",2,5,2,4,NA,NA,NA,2,NA,2,2
"1616",416,1,9,2,0,1,0,"2","Female",43,"Some College","Full Time","White","Christian","Widowed",3,5,1,5,NA,NA,NA,2,NA,1,0
"1617",417,9,9,6,1,2,3,"2","Male",38,"High School","Full Time","White","Christian","Single",2,1,4,2,NA,NA,NA,2,NA,1,2
"1622",422,9,9,6,1,2,3,"2","Female",43,"High School","Full Time","White","Other","Single",1,4,5,2,NA,NA,NA,2,NA,2,2
"1624",424,2,9,0,1,1,1,"2","Female",27,"High School","Full Time","White","Christian","Single",2,4,2,4,NA,NA,NA,2,NA,2,0
"1626",426,9,9,0,1,2,3,"2","Female",55,"High School","Unemployed","White","Catholic","Separated",2,5,1,4,NA,NA,NA,2,NA,1,0
"1627",427,9,5,6,1,2,3,"2","Female",22,"High School","Self Employed","White","Other","Single",3,2,2,2,NA,NA,NA,2,NA,1,2
"1628",428,9,9,6,1,2,3,"2","Female",52,"High School","Full Time","White","Christian","Married",2,2,2,1,NA,NA,NA,2,NA,2,2
"1631",431,9,9,5,1,2,3,"2","Female",32,"High School","Housewife","White","Christian","Married",2,5,2,2,NA,NA,NA,2,NA,1,2
"1632",432,9,9,6,1,2,3,"2","Male",58,"Some College","Self Employed","White","Christian","Married",1,2,4,2,NA,NA,NA,2,NA,2,2
"1637",437,8,9,4,1,2,1,"2","Male",42,"High School","Full Time","White","Catholic","Married",3,4,1,5,NA,NA,NA,2,NA,2,1
"1639",439,6,9,3,0,2,2,"2","Male",28,"High School","Full Time","Other","Christian","Married",3,5,4,5,NA,NA,NA,2,NA,2,1
"1640",440,7,7,5,1,2,2,"2","Male",26,"Some College","Other","White","Catholic","Single",3,5,1,5,NA,NA,NA,2,NA,4,1
"1642",442,9,9,4,1,2,2,"2","Female",49,"High School","Full Time","White","Christian","Single",2,1,5,1,NA,NA,NA,2,NA,3,1
"1645",445,9,9,5,1,2,3,"2","Female",27,"High School","Full Time","White","Other","Single",2,4,2,2,NA,NA,NA,2,NA,1,2
"1646",446,5,4,0,1,2,3,"2","Male",22,"High School","Unemployed","Hispanic","Catholic","Single",2,4,4,4,NA,NA,NA,1,NA,3,1
"1649",449,5,8,5,1,2,3,"2","Female",61,"Some College","Full Time","White","Judaism","Married",2,5,2,4,NA,NA,NA,2,NA,1,2
"1651",451,9,5,5,1,2,3,"2","Female",29,"Some College","Full Time","Black","Christian","Married",2,2,4,2,NA,NA,NA,2,NA,2,2
"1653",453,3,9,4,0,1,2,"2","Female",24,"High School","Other","White","Christian","Single",2,4,2,4,NA,NA,NA,2,NA,2,1
"1654",454,9,9,1,1,2,3,"2","Male",38,"High School","Full Time","White","Christian","Separated",1,2,4,1,NA,NA,NA,2,NA,1,1
"1655",455,9,9,5,1,2,3,"2","Male",65,"High School","Unemployed","White","Christian","Married",1,1,5,2,NA,NA,NA,2,NA,2,2
"1656",456,5,9,3,1,1,2,"2","Female",39,"High School","Full Time","White","Christian","Married",2,4,4,4,NA,NA,NA,2,NA,3,1
"1657",457,8,8,4,1,2,2,"2","Female",24,"High School","Full Time","White","Catholic","Married",1,2,4,2,NA,NA,NA,2,NA,2,2
"1658",458,9,9,5,1,2,2,"2","Female",57,"High School","Full Time","White","Other","Married",1,2,4,2,NA,NA,NA,2,NA,3,2
"1659",459,9,5,2,0,2,2,"2","Male",43,"High School","Full Time","White","Christian","Married",2,2,2,2,NA,NA,NA,2,NA,3,1
"1661",461,9,9,6,1,1,3,"2","Male",40,"High School","Full Time","White","Other","Married",1,4,5,2,NA,NA,NA,2,NA,1,2
"1662",462,7,9,4,1,2,2,"2","Male",52,"High School","Full Time","White","Catholic","Separated",2,4,4,4,NA,NA,NA,2,NA,2,2
"1664",464,0,9,0,0,1,1,"2","Male",52,"Some College","Full Time","Other","Christian","Single",3,2,4,5,NA,NA,NA,2,NA,2,0
"1666",466,1,9,3,0,1,0,"2","Male",35,"High School","Full Time","White","Catholic","Married",4,5,1,4,NA,NA,NA,2,NA,2,0
"1667",467,9,9,0,1,1,3,"2","Female",26,"High School","Housewife","White","Other","Married",1,5,4,4,NA,NA,NA,2,NA,4,0
"1668",468,3,7,0,0,1,NA,"2","Male",57,"High School","Other","Black","Christian","Married",2,4,2,4,NA,NA,NA,2,NA,3,1
"1669",469,9,9,5,1,2,3,"2","Female",25,"High School","Full Time","White","Other","Married",1,5,5,2,NA,NA,NA,2,NA,3,2
"1670",470,9,8,5,1,2,3,"2","Female",26,"High School","Other","White","Christian","Single",1,2,4,2,NA,NA,NA,2,NA,1,2
"1671",471,9,8,3,1,2,1,"2","Female",26,"Some College","Full Time","White","Christian","Single",3,5,1,5,NA,NA,NA,2,NA,1,1
"1672",472,4,7,6,0,2,3,"2","Female",34,"High School","Full Time","White","Other","Married",2,1,5,4,NA,NA,NA,2,NA,3,2
"1673",473,6,4,6,1,2,3,"2","Male",28,"High School","Full Time","White","Other","Married",2,2,4,1,NA,NA,NA,2,NA,1,2
"1674",474,4,9,0,1,1,0,"2","Female",53,"High School","Unemployed","White","Other","Married",3,5,1,5,NA,NA,NA,1,NA,1,0
"1675",475,9,9,6,1,2,3,"2","Female",63,"High School","Unemployed","White","Christian","Married",1,1,5,1,NA,NA,NA,2,NA,2,2
"1676",476,9,12,4,1,2,2,"2","Female",29,"High School","Unemployed","Hispanic","Catholic","Single",2,-2,-2,-2,NA,NA,NA,2,NA,2,1
"1678",478,9,9,5,1,2,3,"2","Female",69,"High School","Unemployed","White","Christian","Married",1,4,1,4,NA,NA,NA,2,NA,2,2
"1679",479,9,9,5,1,2,3,"2","Female",65,"High School","Full Time","White","Christian","Married",2,4,2,4,NA,NA,NA,2,NA,2,2
"1680",480,2,6,4,1,1,2,"2","Female",54,"Some College","Self Employed","White","Other","Single",3,5,4,5,NA,NA,NA,2,NA,1,1
"1681",481,9,9,5,1,2,3,"2","Female",51,"High School","Full Time","White","Christian","Married",2,2,4,2,NA,NA,NA,2,NA,1,2
"1682",482,0,9,0,0,1,1,"2","Male",38,"High School","Full Time","White","Other","Single",4,5,1,5,NA,NA,NA,2,NA,2,0
"1683",483,9,8,3,1,2,2,"2","Male",54,"High School","Self Employed","White","Christian","Married",1,2,5,4,NA,NA,NA,2,NA,1,2
"1684",484,9,9,6,1,2,3,"2","Female",60,"High School","Full Time","White","Christian","Married",1,4,4,2,NA,NA,NA,2,NA,1,2
"1686",486,9,8,5,1,2,3,"2","Female",62,"High School","Full Time","Hispanic","Christian","Married",2,2,5,4,NA,NA,NA,2,NA,2,2
"1687",487,4,5,1,1,2,2,"2","Female",54,"High School","Other","White","Catholic","Widowed",3,4,4,4,NA,NA,NA,2,NA,2,2
"1689",489,6,8,4,1,2,1,"2","Male",31,"High School","Full Time","White","Christian","Married",2,4,4,4,NA,NA,NA,1,NA,2,2
"1690",490,9,9,5,1,2,2,"2","Female",24,"High School","Full Time","Other","Christian","Single",2,4,2,2,NA,NA,NA,2,NA,2,2
"1691",491,6,5,0,0,2,3,"2","Female",56,"High School","Housewife","Other","Christian","Married",2,4,2,5,NA,NA,NA,2,NA,1,1
"1693",493,9,8,6,1,2,3,"2","Female",48,"Degree","Full Time","White","Catholic","Single",2,5,2,5,NA,NA,NA,2,NA,1,2
"1694",494,3,9,0,0,1,1,"2","Female",61,"High School","Housewife","White","Catholic","Married",2,5,1,2,NA,NA,NA,1,NA,2,1
"1695",495,9,9,6,1,2,3,"2","Female",67,"Some College","Unemployed","White","Christian","Married",1,2,5,1,NA,NA,NA,2,NA,1,2
"1696",496,9,9,6,1,2,2,"2","Male",65,"High School","Unemployed","White","Catholic","Married",2,4,4,2,NA,NA,NA,2,NA,2,2
"1697",497,9,9,5,1,2,3,"2","Female",47,"High School","Full Time","Hispanic","Christian","Married",3,2,1,4,NA,NA,NA,2,NA,1,2
"1699",499,9,9,0,1,1,0,"2","Male",44,"High School","Full Time","Other","Other","Married",4,2,1,5,NA,NA,NA,2,NA,2,0
"1700",500,9,9,6,1,2,3,"2","Male",43,"High School","Self Employed","White","Christian","Married",1,4,5,1,NA,NA,NA,2,NA,2,2
"1701",501,9,8,6,1,2,3,"2","Female",26,"High School","Full Time","White","Other","Single",3,4,4,4,NA,NA,NA,2,NA,1,2
"1703",503,8,9,4,1,2,2,"2","Male",65,"High School","Unemployed","White","Christian","Married",2,4,1,4,NA,NA,NA,2,NA,2,2
"1704",504,8,9,0,1,2,2,"2","Female",59,"High School","Full Time","White","Christian","Married",2,4,1,5,NA,NA,NA,2,NA,2,1
"1706",506,9,9,5,1,2,3,"2","Female",20,"High School","Full Time","White","Other","Single",1,4,5,1,NA,NA,NA,2,NA,2,1
"1707",507,9,9,3,1,2,2,"2","Female",34,"High School","Full Time","Hispanic","Catholic","Married",3,4,2,4,NA,NA,NA,2,NA,1,1
"1708",508,5,9,0,1,2,2,"2","Female",61,"High School","Housewife","White","Catholic","Married",4,2,5,1,NA,NA,NA,2,NA,3,0
"1709",509,9,9,5,1,2,3,"2","Male",33,"High School","Full Time","White","Christian","Married",2,4,5,5,NA,NA,NA,2,NA,3,2
"1710",510,8,7,4,1,1,2,"2","Female",73,"High School","Unemployed","White","Christian","Separated",3,4,1,4,NA,NA,NA,1,NA,1,2
"1711",511,9,6,6,1,2,3,"2","Female",52,"High School","Other","Black","Christian","Separated",1,4,4,4,NA,NA,NA,2,NA,2,2
"1712",512,8,6,0,1,1,1,"2","Male",44,"High School","Full Time","White","Christian","Married",3,2,2,5,NA,NA,NA,2,NA,2,0
"1713",513,9,9,0,1,2,3,"2","Female",77,"Some College","Unemployed","White","Christian","Separated",3,1,1,1,NA,NA,NA,2,NA,1,1
"1715",515,0,5,0,0,1,0,"2","Female",47,"High School","Full Time","White","Catholic","Separated",3,4,1,5,NA,NA,NA,2,NA,4,0
"1717",517,9,9,5,1,2,2,"2","Female",22,"High School","Self Employed","White","Other","Single",2,2,5,2,NA,NA,NA,2,NA,2,2
"1718",518,8,9,5,1,2,3,"2","Female",73,"High School","Other","Black","Other","Separated",2,4,2,2,NA,NA,NA,2,NA,1,2
"1719",519,9,9,4,1,2,2,"2","Female",44,"High School","Full Time","White","Christian","Married",1,2,4,2,NA,NA,NA,2,NA,2,1
"1721",521,9,7,6,1,2,3,"2","Female",18,"High School","Other","Other","Other","Single",4,2,4,4,NA,NA,NA,2,NA,1,2
"1722",522,9,12,2,1,2,3,"2","Male",48,"High School","Full Time","Hispanic","Christian","Married",3,4,4,4,NA,NA,NA,2,NA,2,0
"1723",523,9,5,3,1,2,2,"2","Female",27,"High School","Full Time","White","Other","Single",1,4,5,2,NA,NA,NA,2,NA,1,0
"1728",528,8,9,5,0,2,2,"2","Female",67,"High School","Unemployed","White","Catholic","Separated",2,4,2,4,NA,NA,NA,2,NA,2,2
"1731",531,9,5,6,1,2,3,"2","Male",50,"High School","Other","White","Other","Single",2,4,1,4,NA,NA,NA,2,NA,2,2
"1732",532,9,9,5,1,2,3,"2","Female",30,"High School","Housewife","White","Other","Married",2,4,1,5,NA,NA,NA,2,NA,2,2
"1733",533,7,8,0,1,1,1,"2","Male",59,"Some College","Full Time","White","Christian","Single",3,4,2,4,NA,NA,NA,1,NA,2,1
"1734",534,9,9,5,1,2,3,"2","Female",29,"High School","Unemployed","Hispanic","Other","Married",1,1,5,1,NA,NA,NA,2,NA,1,1
"1736",536,3,6,1,1,1,1,"2","Male",36,"High School","Self Employed","White","Christian","Single",3,4,4,4,NA,NA,NA,2,NA,3,0
"1737",537,9,9,4,1,2,2,"2","Male",37,"High School","Full Time","White","Other","Married",2,2,4,2,NA,NA,NA,2,NA,1,1
"1739",539,4,7,5,1,NA,2,"2","Male",33,"High School","Full Time","White","Christian","Married",3,1,4,2,NA,NA,NA,2,NA,2,1
"1740",540,9,8,5,1,2,3,"2","Male",37,"High School","Full Time","White","Christian","Separated",1,2,5,1,NA,NA,NA,2,NA,2,2
"1742",542,8,9,6,1,2,2,"2","Female",19,"High School","Other","White","Other","Single",1,1,4,1,NA,NA,NA,2,NA,3,2
"1743",543,9,3,6,1,2,3,"2","Male",22,"High School","Full Time","Hispanic","Catholic","Married",1,2,2,4,NA,NA,NA,1,NA,3,2
"1745",545,5,5,0,1,2,1,"2","Male",54,"High School","Unemployed","White","Christian","Married",-2,4,2,4,NA,NA,NA,1,NA,3,0
"1746",546,9,8,6,1,2,3,"2","Male",60,"High School","Other","White","Christian","Married",1,2,-2,5,NA,NA,NA,2,NA,2,2
"1747",547,9,9,5,1,2,3,"2","Female",46,"High School","Full Time","White","Christian","Separated",2,1,5,4,NA,NA,NA,2,NA,1,2
"1749",549,9,9,6,1,2,3,"2","Male",36,"High School","Full Time","White","Christian","Separated",2,4,5,2,NA,NA,NA,2,NA,2,2
"1750",550,9,9,1,1,2,2,"2","Male",57,"High School","Unemployed","White","Catholic","Married",3,5,1,4,NA,NA,NA,2,NA,2,1
"1751",551,9,9,5,1,1,3,"2","Female",21,"High School","Full Time","Hispanic","Other","Single",2,4,4,2,NA,NA,NA,2,NA,2,2
"1752",552,9,9,1,1,2,3,"2","Male",69,"Primary School","Full Time","Black","Christian","Married",2,1,4,2,NA,NA,NA,2,NA,2,1
"1754",554,9,9,5,1,2,3,"2","Female",22,"High School","Full Time","White","Christian","Single",2,4,2,4,NA,NA,NA,2,NA,2,2
"1755",555,5,9,0,1,1,1,"2","Male",59,"High School","Full Time","Black","Christian","Married",3,5,1,5,NA,NA,NA,1,NA,3,1
"1757",557,9,9,5,1,2,3,"2","Female",38,"High School","Full Time","White","Other","Married",2,4,4,4,NA,NA,NA,2,NA,1,1
"1759",559,7,9,5,1,2,3,"2","Female",51,"High School","Full Time","White","Catholic","Single",3,4,1,1,NA,NA,NA,1,NA,3,1
"1760",560,9,5,1,1,2,3,"2","Male",43,"High School","Full Time","Black","Other","Married",3,4,4,4,NA,NA,NA,2,NA,1,1
"1761",561,9,9,6,1,2,3,"2","Female",75,"High School","Unemployed","White","Catholic","Married",1,1,4,1,NA,NA,NA,2,NA,1,2
"1762",562,9,8,6,1,2,3,"2","Female",54,"High School","Full Time","Black","Christian","Married",1,1,5,1,NA,NA,NA,2,NA,1,2
"1765",565,8,9,1,1,2,2,"2","Female",59,"High School","Full Time","White","Christian","Separated",3,2,4,5,NA,NA,NA,2,NA,2,1
"1766",566,2,4,4,0,1,0,"2","Male",21,"High School","Full Time","White","Catholic","Single",3,5,1,4,NA,NA,NA,2,NA,3,1
"1767",567,9,9,1,1,2,3,"2","Male",57,"High School","Full Time","Black","Christian","Married",2,1,2,4,NA,NA,NA,2,NA,2,0
"1768",568,6,8,4,1,1,1,"2","Female",19,"High School","Full Time","White","Christian","Single",3,5,1,5,NA,NA,NA,2,NA,2,0
"1769",569,9,9,6,1,2,3,"2","Male",38,"High School","Full Time","Hispanic","Other","Married",1,4,4,1,NA,NA,NA,2,NA,1,2
"1770",570,9,9,5,1,2,3,"2","Female",20,"High School","Full Time","Hispanic","Catholic","Single",1,5,4,4,NA,NA,NA,2,NA,3,1
"1771",571,9,9,0,1,2,2,"2","Female",49,"High School","Full Time","White","Catholic","Married",1,4,1,1,NA,NA,NA,2,NA,2,1
"1773",573,6,7,0,0,0,0,"2","Male",29,"High School","Full Time","White","Christian","Married",4,5,1,5,NA,NA,NA,1,NA,2,0
"1774",574,9,8,5,1,1,2,"2","Male",39,"High School","Full Time","Hispanic","Catholic","Married",2,4,1,5,NA,NA,NA,2,NA,2,1
"1775",575,9,9,1,1,2,3,"2","Male",27,"High School","Full Time","White","Other","Married",2,2,5,2,NA,NA,NA,2,NA,2,0
"1776",576,9,9,5,1,2,3,"2","Male",18,"High School","Full Time","White","Christian","Single",1,2,4,2,NA,NA,NA,2,NA,1,1
"1778",578,7,9,0,1,2,1,"2","Female",45,"High School","Full Time","White","Christian","Single",2,2,4,2,NA,NA,NA,2,NA,3,0
"1779",579,5,9,5,0,2,2,"2","Female",42,"Some College","Self Employed","White","Catholic","Married",2,5,2,4,NA,NA,NA,2,NA,2,2
"1780",580,9,9,6,1,1,3,"2","Female",37,"High School","Full Time","Hispanic","Other","Separated",2,1,2,2,NA,NA,NA,2,NA,2,2
"1781",581,9,9,2,1,1,NA,"2","Female",53,"High School","Unemployed","Black","Other","Married",3,4,1,5,NA,NA,NA,2,NA,2,0
"1782",582,9,9,6,1,2,3,"2","Male",72,"High School","Unemployed","White","Christian","Married",1,2,5,1,NA,NA,NA,2,NA,1,2
"1783",583,9,4,1,1,2,3,"2","Male",67,"High School","Unemployed","Hispanic","Other","Married",3,4,4,4,NA,NA,NA,2,NA,2,1
"1784",584,9,8,5,1,2,3,"2","Female",33,"High School","Full Time","Black","Other","Married",2,2,4,2,NA,NA,NA,2,NA,1,2
"1785",585,9,9,6,1,2,3,"2","Male",33,"High School","Full Time","White","Other","Married",1,1,5,1,NA,NA,NA,2,NA,2,2
"1786",586,4,9,0,0,1,1,"2","Male",20,"High School","Unemployed","White","Christian","Single",2,5,2,4,NA,NA,NA,2,NA,2,1
"1788",588,9,9,2,1,2,3,"2","Male",53,"High School","Full Time","Black","Other","Separated",3,2,4,4,NA,NA,NA,2,NA,1,0
"1789",589,9,9,4,1,2,2,"2","Male",37,"High School","Full Time","White","Christian","Married",2,4,4,4,NA,NA,NA,2,NA,2,0
"1791",591,8,9,0,1,2,1,"2","Male",19,"High School","Unemployed","White","Christian","Single",2,4,2,2,NA,NA,NA,1,NA,2,0
"1792",592,9,9,6,1,2,3,"2","Male",52,"Primary School","Full Time","White","Christian","Married",2,1,4,1,NA,NA,NA,2,NA,2,2
"1793",593,9,9,6,1,2,3,"2","Female",72,"High School","Other","White","Christian","Widowed",1,1,4,4,NA,NA,NA,2,NA,2,2
"1794",594,9,9,5,1,2,3,"2","Female",41,"High School","Housewife","White","Catholic","Married",2,5,5,1,NA,NA,NA,2,NA,2,1
"1796",596,9,9,6,1,2,3,"2","Male",22,"High School","Full Time","White","Christian","Single",1,1,4,1,NA,NA,NA,2,NA,2,2
"1797",597,9,9,5,1,2,2,"2","Male",51,"High School","Full Time","Black","Other","Separated",1,5,1,1,NA,NA,NA,1,NA,3,2
"1798",598,9,8,5,1,2,3,"2","Female",61,"High School","Unemployed","White","Other","Married",1,2,5,1,NA,NA,NA,2,NA,2,2
"1799",599,9,9,3,1,2,2,"2","Female",27,"High School","Housewife","White","Christian","Married",2,4,4,4,NA,NA,NA,2,NA,2,1
"1800",600,5,9,0,1,1,1,"2","Female",40,"High School","Full Time","White","Christian","Married",4,4,2,5,NA,NA,NA,2,NA,2,0
"1801",601,9,9,5,1,2,3,"2","Female",22,"High School","Full Time","White","Christian","Single",2,4,1,2,NA,NA,NA,2,NA,2,2
"1802",602,9,8,6,1,2,3,"2","Male",23,"High School","Full Time","Black","Christian","Married",1,2,1,4,NA,NA,NA,2,NA,2,2
"1803",603,9,8,6,1,2,3,"2","Female",28,"High School","Full Time","Hispanic","Other","Separated",2,2,2,4,NA,NA,NA,2,NA,2,2
"1805",605,9,9,5,1,2,2,"2","Male",21,"High School","Self Employed","White","Christian","Single",2,2,1,2,NA,NA,NA,2,NA,2,1
"1806",606,9,9,6,1,2,2,"2","Female",44,"High School","Self Employed","White","Christian","Separated",1,4,2,4,NA,NA,NA,2,NA,1,2
"1808",608,6,5,1,1,2,3,"2","Female",44,"High School","Other","White","Other","Married",2,4,4,4,NA,NA,NA,2,NA,2,1
"1809",609,9,9,5,1,2,3,"2","Female",69,"High School","Unemployed","White","Christian","Married",1,2,4,1,NA,NA,NA,2,NA,1,2
"1810",610,9,7,4,1,2,2,"2","Female",45,"Some College","Full Time","White","Christian","Married",2,4,4,4,NA,NA,NA,2,NA,2,1
"1812",612,9,9,5,1,2,3,"2","Female",48,"High School","Full Time","White","Other","Married",1,1,5,1,NA,NA,NA,2,NA,2,2
"1814",614,9,9,5,1,2,3,"2","Male",19,"High School","Full Time","White","Other","Single",1,4,4,2,NA,NA,NA,2,NA,2,1
"1815",615,8,5,4,1,2,2,"2","Female",43,"High School","Full Time","White","Christian","Married",2,4,4,4,NA,NA,NA,1,NA,3,1
"1816",616,9,7,3,1,2,3,"2","Male",32,"High School","Full Time","White","Christian","Married",1,2,1,4,NA,NA,NA,2,NA,3,1
"1817",617,9,9,5,1,2,3,"2","Male",52,"Degree","Full Time","White","Other","Married",1,1,5,1,NA,NA,NA,2,NA,1,2
"1818",618,9,8,5,1,2,3,"2","Female",51,"High School","Full Time","White","Catholic","Married",2,2,4,2,NA,NA,NA,2,NA,2,2
"1820",620,9,8,5,1,2,3,"2","Female",63,"High School","Unemployed","White","Catholic","Married",2,2,4,4,NA,NA,NA,1,NA,1,2
"1823",623,7,9,3,1,2,2,"2","Male",29,"Degree","Full Time","White","Catholic","Married",3,4,1,5,NA,NA,NA,1,NA,1,1
"1824",624,9,9,5,1,2,3,"2","Male",54,"High School","Full Time","White","Christian","Married",2,1,4,1,NA,NA,NA,2,NA,2,2
"1825",625,7,8,2,1,2,2,"2","Male",54,"High School","Full Time","White","Christian","Married",2,4,4,2,NA,NA,NA,2,NA,2,1
"1826",626,9,8,3,1,2,1,"2","Female",54,"High School","Self Employed","White","Christian","Married",2,1,2,4,NA,NA,NA,2,NA,2,1
"1827",627,9,9,5,1,2,2,"2","Male",34,"Some College","Full Time","Other","Christian","Married",2,4,4,4,NA,NA,NA,2,NA,1,2
