"","pubblf1","prvblf4","othblf","pubact","pubact3","prvact","prvact2","iden1","iden2","prvblf","wave","sex","age","educ","work","ethnic","denom","marital"
"780",2,1,5,4,1,0,1,2,2,7,3,"Male",35,"High School","Full Time","Hispanic","Catholic","Married"
"781",1,1,1,1,2,1,1,1,1,10,3,"Female",24,"Degree","Part Time","White","Other","Single"
"782",1,1,1,2,2,1,2,1,1,10,3,"Female",38,"High School","Unemployed","White","Catholic","Married"
"783",2,1,3,4,0,0,3,1,4,4,3,"Male",67,"Degree","Full Time","White","Christian","Married"
"784",2,1,1,5,0,1,2,2,3,5,3,"Female",52,"Degree","Part Time","White","None","Married"
"785",1,1,2,2,2,1,2,1,2,8,3,"Female",61,"Degree","Full Time","White","Christian","Married"
"786",3,1,1,6,0,0,2,1,2,5,3,"Male",32,"High School","Full Time","White","Christian","Married"
"787",2,1,1,2,2,1,1,1,2,9,3,"Male",68,"Degree","Unemployed","White","Catholic","Married"
"788",2,1,2,6,0,1,2,1,2,9,3,"Female",56,"Degree","Full Time","White","Christian","Married"
"789",3,1,1,6,0,1,2,2,NA,9,3,"Female",32,"High School","Part Time","White","None","Single"
"790",2,1,1,4,1,1,2,1,1,10,3,"Female",64,"Degree","Unemployed","White","Christian","Married"
"791",2,1,1,1,2,1,1,1,1,10,3,"Female",67,"Some College","Part Time","White","Other","Widowed"
"792",4,NA,1,7,0,0,1,1,2,6,3,"Male",66,"High School","Unemployed","White","None","Married"
"793",3,1,1,2,0,NA,3,2,2,3,3,"Female",61,"High School","Unemployed","White","Catholic","Married"
"794",3,1,3,6,0,1,3,1,3,8,3,"Male",61,"Degree","Unemployed","Black","Christian","Married"
"795",2,1,1,3,1,1,1,1,2,8,3,"Female",65,"Some College","Full Time","White","Catholic","Separated"
"796",3,1,1,7,0,0,3,1,4,10,3,"Male",65,"Some College","Unemployed","White","None","Married"
"797",2,1,1,NA,0,NA,4,1,2,8,3,"Female",68,"Some College","Unemployed","Black","None","Married"
"798",4,2,1,7,0,0,4,2,4,1,3,"Male",61,"High School","Unemployed","White","None","Married"
"799",2,1,1,1,2,1,2,1,1,9,3,"Male",68,"Degree","Unemployed","White","Other","Married"
"800",3,1,1,7,0,0,4,1,3,7,3,"Male",68,"Some College","Unemployed","White","Catholic","Married"
"801",4,1,1,7,0,1,1,2,3,10,3,"Male",58,"Degree","Unemployed","White","None","Married"
"802",1,1,1,2,2,1,1,1,1,10,3,"Male",73,"High School","Unemployed","White","Christian","Married"
"803",3,1,1,7,0,1,2,1,1,10,3,"Male",47,"High School",NA,"White","None","Married"
"804",3,1,7,7,0,0,1,2,3,2,3,"Male",66,"Degree","Self Employed","White","None","Married"
"805",4,1,1,2,0,1,2,1,4,10,3,"Female",22,"High School","Unemployed","Black","None","Married"
"806",2,1,1,3,2,1,1,1,1,10,3,"Female",30,"Degree","Full Time","White","Catholic","Single"
"807",1,1,1,2,2,1,1,1,1,10,3,"Female",64,"Degree","Part Time","White","Christian","Married"
"808",2,1,4,1,2,1,1,2,1,8,3,"Male",32,"High School","Housewife","Hispanic",NA,"Married"
"809",4,2,1,7,0,0,1,3,4,1,3,"Female",38,"Some College","Part Time","White","None","Married"
"810",1,1,2,1,2,1,1,2,1,10,3,"Male",33,"High School","Unemployed","Hispanic","Christian","Separated"
"811",3,1,1,7,0,0,2,1,2,9,3,"Male",20,"High School","Unemployed","Hispanic","Catholic","Single"
"812",2,1,1,2,2,1,2,1,1,10,3,"Male",60,"High School","Full Time","White","Other","Married"
"813",4,1,1,7,0,1,1,2,3,9,3,"Female",68,"High School","Unemployed","White","None","Separated"
"814",2,1,5,7,0,1,1,1,3,9,3,"Male",28,"Some College","Full Time","Other","Catholic","Married"
"815",1,1,1,2,2,1,1,1,1,10,3,"Female",51,"High School","Housewife","White","Other","Married"
"816",3,2,1,7,0,0,2,2,4,2,3,"Male",20,"High School","Part Time","White","None","Single"
"817",1,1,NA,1,2,1,1,1,1,10,3,"Female",61,"Degree","Unemployed","White","Catholic","Single"
"818",2,1,1,2,2,1,1,1,1,10,3,"Male",55,"High School","Full Time","White","Other","Married"
"819",2,1,1,2,0,1,1,1,2,9,3,"Female",60,"Primary School","Full Time","Hispanic","Catholic","Separated"
"820",2,1,5,2,2,1,2,1,2,10,3,"Female",22,"High School","Housewife","Hispanic","Catholic","Married"
"821",1,1,2,2,1,1,1,1,1,10,3,"Male",28,"High School","Full Time","Hispanic","Catholic","Married"
"822",2,1,1,1,2,1,2,1,2,10,3,"Female",34,"Degree","Full Time","Black","Other","Married"
"823",2,1,1,3,1,1,2,1,2,8,3,"Female",31,"Degree","Full Time","White","Other","Married"
"824",4,2,1,7,0,0,2,3,4,1,3,"Female",87,"Degree","Unemployed","White","None","Separated"
"825",2,1,1,4,1,1,1,1,2,10,3,"Female",54,"High School","Unemployed","White","Christian","Married"
"826",3,2,1,7,0,0,4,2,4,1,3,"Female",36,"Degree","Housewife","White","None","Married"
"827",1,1,1,3,1,1,2,1,1,10,3,"Female",69,"Some College","Unemployed","White","Catholic","Married"
"828",3,1,1,7,1,1,1,2,3,9,3,"Female",51,"Degree","Full Time","White","Christian","Married"
"829",1,1,1,2,2,1,1,1,1,10,3,"Female",59,"High School","Full Time","White","Other","Married"
"830",3,1,1,7,0,1,4,1,1,10,3,"Male",58,"High School","Unemployed","White","None","Married"
"831",3,1,5,7,0,1,2,1,3,10,3,"Male",71,"Degree","Unemployed","White","Catholic","Married"
"832",1,1,5,1,2,1,1,1,1,10,3,"Female",37,"Primary School","Full Time","Hispanic","Catholic","Married"
"833",2,1,1,2,2,1,2,1,1,9,3,"Male",55,"Some College","Full Time","White","Catholic","Married"
"834",4,1,1,5,1,1,2,2,2,7,3,"Female",31,"Some College","Full Time","Hispanic","None","Single"
"835",4,2,1,6,0,0,1,2,4,1,3,"Male",23,"Degree","Housewife","Hispanic","None","Married"
"836",3,1,3,7,0,0,2,1,1,9,3,"Male",62,"Degree","Unemployed","White","Catholic","Married"
"837",3,1,1,6,1,0,3,2,3,6,3,"Female",34,"Degree","Full Time","White","Judaism","Married"
"838",4,2,1,7,0,0,3,2,3,5,3,"Male",71,"Degree","Unemployed","Hispanic","Judaism","Married"
"839",2,1,1,4,1,1,2,1,1,10,3,"Female",74,"High School","Unemployed","Hispanic","Catholic","Separated"
"840",3,1,1,7,0,0,3,1,2,7,3,"Male",53,"High School","Other","Other","Catholic","Married"
"841",2,1,1,3,1,1,2,1,2,9,3,"Female",56,"Degree","Full Time","White","Catholic","Married"
"842",2,1,1,2,2,1,1,1,1,10,3,"Male",73,"Some College","Unemployed","White","Other","Married"
"843",2,1,1,2,2,1,2,1,1,10,3,"Female",46,"Degree","Part Time","White","Christian","Married"
"844",2,1,1,1,2,1,1,1,1,10,3,"Male",67,"Degree","Part Time","White","Other","Married"
"845",2,1,2,3,2,1,1,1,1,9,3,"Female",27,"Degree","Full Time","White","Judaism","Married"
"846",2,1,1,3,2,1,1,1,2,9,3,"Male",74,"High School","Self Employed","White","Christian","Separated"
"847",1,1,5,6,1,1,1,2,2,5,3,"Female",19,"High School","Other","Hispanic","Judaism","Single"
"848",1,1,1,1,2,1,2,1,1,10,3,"Female",77,"Some College","Housewife","White","Christian","Married"
"849",3,2,1,7,0,0,3,3,4,1,3,"Male",67,"Degree","Full Time","White","Judaism","Married"
"850",3,1,1,2,2,1,2,NA,1,10,3,"Male",63,"Primary School","Unemployed","White","None","Married"
"851",1,1,1,1,2,1,1,1,1,10,3,"Female",73,"Some College","Unemployed","Black","Other","Married"
"852",2,1,1,2,2,1,1,1,2,9,3,"Female",38,"Degree","Housewife","White","Christian","Married"
"853",2,1,7,2,2,1,1,1,1,10,3,"Male",75,"High School","Self Employed","White","Christian","Married"
"854",2,1,1,7,0,1,2,1,1,10,3,"Male",54,"Some College","Full Time","White","Other","Separated"
"855",1,1,1,2,2,1,3,1,1,10,3,"Female",29,"High School","Housewife","Hispanic","Christian","Married"
"856",2,1,1,2,2,1,3,1,1,10,3,"Female",56,"Degree","Full Time","White","Christian","Single"
"857",3,2,1,3,2,1,2,2,3,2,3,"Female",74,"Degree","Part Time","Hispanic","Christian","Married"
"858",3,2,5,7,1,0,2,2,4,1,3,"Male",22,"Some College","Other","Hispanic","None","Single"
"859",1,1,1,2,2,1,1,1,1,10,3,"Male",26,"Degree","Other","White","Other","Married"
"860",1,1,1,2,2,1,2,1,1,10,3,"Male",57,"Degree","Full Time","White","Christian","Married"
"861",2,1,1,1,2,1,2,1,1,10,3,"Female",73,"High School","Housewife","White","Other","Married"
"862",1,1,1,2,2,1,1,1,2,8,3,"Male",19,"High School","Other","White","Christian","Single"
"863",1,1,1,2,2,1,2,1,1,10,3,"Female",71,"High School","Unemployed","White","Christian","Married"
"864",3,1,1,4,0,1,2,1,1,10,3,"Female",29,"Degree","Housewife","White","None","Married"
"865",4,2,1,7,0,0,1,3,4,1,3,"Female",48,"Degree","Full Time","White","None","Married"
"866",2,1,2,5,1,1,2,2,3,7,3,"Male",38,"High School","Full Time","White","Christian","Married"
"867",1,1,4,6,1,0,1,1,1,10,3,"Female",58,"High School","Full Time","White","Catholic","Separated"
"868",2,1,1,7,0,1,2,1,2,7,3,"Female",44,"High School","Full Time","White","None","Married"
"869",2,1,6,5,0,1,2,1,1,10,3,"Female",66,"High School","Unemployed","White","Christian","Married"
"870",1,1,1,1,2,1,2,1,1,10,3,"Female",80,"Some College","Unemployed","White","Catholic","Married"
"871",3,1,5,5,1,0,2,1,2,10,3,"Female",21,"High School","Unemployed","White","Other","Single"
"872",3,2,3,7,0,0,2,2,3,1,3,"Female",43,"Degree","Full Time","White","Christian","Married"
"873",1,1,1,7,1,1,2,1,1,10,3,"Male",34,"High School","Other","White","Other","Single"
"874",3,1,1,7,0,0,3,2,4,6,3,"Male",43,"Degree","Full Time","White","None","Married"
"875",3,1,1,7,0,1,1,1,3,10,3,"Male",68,"Some College","Unemployed","Hispanic","Catholic","Married"
"876",3,1,7,4,0,1,2,1,1,10,3,"Female",39,"High School","Full Time","Hispanic","Catholic","Married"
"877",1,1,8,1,2,1,1,1,1,10,3,"Male",50,"High School","Full Time","Hispanic","Catholic","Married"
"878",3,1,10,5,1,1,2,1,2,10,3,"Female",53,"High School","Part Time","White","Christian","Married"
"879",3,1,1,2,2,1,3,1,1,10,3,"Male",67,"High School","Unemployed","Black","Other","Married"
"880",3,1,1,4,1,1,1,1,2,10,3,"Female",61,"Degree","Full Time","Hispanic","Other","Separated"
"881",2,1,1,7,0,1,1,2,2,10,3,"Female",29,"Some College","Other","White","Christian","Married"
"882",3,1,1,4,2,1,1,1,1,10,3,"Female",43,"High School","Full Time","Black",NA,"Married"
"883",2,1,1,2,2,1,2,1,1,10,3,"Male",46,"Degree","Unemployed","Other","Christian","Married"
"884",2,1,6,4,1,1,3,1,1,10,3,"Male",28,"High School","Other","Black","Catholic","Single"
"885",2,1,5,1,2,1,1,1,1,10,3,"Female",19,"High School","Part Time","White","Christian","Single"
"886",2,1,1,4,1,1,3,2,3,10,3,"Female",65,"Some College","Part Time","White","Catholic","Married"
"887",2,1,1,2,2,1,1,1,1,10,3,"Female",21,"Some College","Other","White","Christian","Single"
"888",2,1,1,7,0,1,2,2,4,8,3,"Male",44,"Degree","Self Employed","White","None","Married"
"889",3,1,1,7,0,0,3,2,4,1,3,"Male",47,"High School","Part Time","White","None","Married"
"890",2,1,1,3,0,1,3,1,1,10,3,"Female",57,"Some College","Full Time","White","Christian","Single"
"891",3,2,1,7,0,0,2,2,4,1,3,"Male",50,"Degree","Full Time","Hispanic","None","Married"
"892",3,2,1,7,0,0,2,2,3,2,3,"Male",52,"Degree","Full Time","White","None","Married"
"893",1,1,1,2,2,1,2,1,1,10,3,"Male",76,"High School","Unemployed","White","Christian","Married"
"894",3,1,1,3,1,1,1,1,2,9,3,"Female",53,"Some College","Full Time","White","Catholic","Married"
"895",2,1,1,2,2,1,2,1,1,8,3,"Female",75,"Degree","Unemployed","White","Catholic","Widowed"
"896",4,2,1,7,0,0,1,2,4,4,3,"Male",27,"Some College","Full Time","Hispanic","None","Single"
"897",3,1,1,7,1,1,1,1,1,10,3,"Female",47,"High School","Housewife","White","None","Married"
"898",3,1,1,7,0,0,2,2,4,2,3,"Female",69,"High School","Unemployed","White","None","Married"
"899",3,1,1,4,0,0,3,2,3,3,3,"Male",49,"High School","Full Time","White","None","Married"
"900",2,1,4,7,1,1,2,1,2,9,3,"Male",35,"Some College","Full Time","White","Catholic","Married"
"901",3,1,2,7,0,0,2,2,3,7,3,"Female",61,"High School","Unemployed","White","None","Single"
"902",1,1,1,4,1,0,2,1,2,10,3,"Male",55,"Degree","Self Employed","White","Catholic","Married"
"903",2,1,5,7,0,0,1,2,3,5,3,"Female",32,"Degree","Full Time","White","None","Single"
"904",2,1,1,6,2,1,1,1,1,10,3,"Male",53,"High School","Full Time","White","Christian","Married"
"905",4,2,1,6,0,0,3,2,4,2,3,"Female",28,"High School","Part Time","White","None","Married"
"906",1,1,1,2,2,1,3,1,2,8,3,"Male",48,"Degree","Full Time","White","Christian","Married"
"907",1,1,1,2,2,1,1,1,1,10,3,"Female",35,"Degree","Part Time","White","Christian","Married"
"908",1,1,1,6,1,1,1,1,1,9,3,"Male",69,"Some College","Unemployed","White","Catholic","Married"
"909",4,1,2,4,1,1,3,1,3,4,3,"Female",53,"Degree","Full Time","White","Catholic","Married"
"910",4,2,3,7,0,0,2,2,4,6,3,"Male",45,"High School","Full Time","White","None","Married"
"911",2,1,5,7,1,1,2,1,1,6,3,"Male",26,"High School","Unemployed","Black",NA,"Single"
"912",2,1,1,1,2,1,2,1,1,10,3,"Female",30,"Degree","Full Time","Hispanic","Christian","Married"
"913",3,1,1,2,0,1,3,1,2,9,3,"Female",48,"High School","Housewife","Hispanic","Catholic","Married"
"914",3,1,1,7,0,0,3,2,3,7,3,"Male",69,"High School","Unemployed","White","None","Married"
"915",3,1,1,7,0,1,2,1,2,7,3,"Male",69,"Some College","Unemployed","White","None","Married"
"916",2,1,2,2,2,1,3,1,1,10,3,"Female",22,"Some College","Part Time","White","Other","Single"
"917",2,1,1,2,1,1,1,1,2,8,3,"Male",22,"Some College","Full Time","White","Christian","Single"
"918",2,1,1,7,0,1,2,1,2,10,3,"Female",29,"Degree","Full Time","White","Catholic","Married"
"919",2,2,2,7,0,0,1,3,3,5,3,"Male",25,"High School","Unemployed","White","None","Single"
"920",4,2,1,7,0,0,3,3,4,1,3,"Male",54,"Degree","Full Time","White","None","Married"
"921",1,1,1,3,0,1,1,1,1,10,3,"Male",76,"High School","Unemployed","White","Christian","Married"
"922",3,1,5,7,0,0,3,1,3,5,3,"Male",43,"High School","Self Employed","White","None","Married"
"923",2,1,1,2,1,1,1,1,1,10,3,"Female",68,"Degree","Other","White","Christian","Separated"
"924",3,1,1,7,0,0,2,2,3,4,3,"Male",72,"High School","Unemployed","White","Catholic","Married"
"925",2,2,7,7,0,0,1,2,3,2,3,"Female",80,"High School","Housewife","White","None","Separated"
"926",3,1,3,3,1,1,1,2,1,10,3,"Male",41,"High School","Full Time","Hispanic","None","Married"
"927",1,1,1,1,2,1,3,1,2,10,3,"Male",65,"Some College","Unemployed","White","Other","Married"
"928",2,2,1,4,1,1,2,2,3,1,3,"Male",44,"Degree","Full Time","White","Judaism","Married"
"929",3,1,1,2,2,NA,1,1,1,10,3,"Male",80,"High School","Unemployed","White","Christian","Married"
"930",2,1,1,7,0,0,1,2,3,8,3,"Male",68,"Degree","Unemployed","White","None","Married"
"931",1,1,2,3,2,1,3,1,1,10,3,"Male",35,"Degree","Full Time","Black","Christian","Married"
"932",3,2,1,7,0,0,2,2,3,2,3,"Male",19,"Some College","Other","White","None","Single"
"933",1,1,1,1,2,1,1,1,1,10,3,"Male",73,"High School","Unemployed","White","Christian","Married"
"934",3,1,1,4,1,1,1,2,2,7,3,"Female",53,"High School","Unemployed","White","None","Separated"
"935",3,1,1,1,2,1,1,2,1,10,3,"Female",45,"Degree","Full Time","Hispanic","Christian","Married"
"936",3,1,1,5,0,1,2,1,2,6,3,"Female",72,"High School","Unemployed","White","Christian","Married"
"937",3,1,4,5,0,0,3,2,3,6,3,"Female",21,"High School","Part Time","White","Catholic","Single"
"938",2,1,1,2,2,1,3,1,1,10,3,"Male",57,"High School","Full Time","White","Christian","Married"
"939",3,1,1,7,1,1,1,1,2,8,3,"Female",71,"Some College","Full Time","White","Catholic","Widowed"
"940",1,1,1,2,2,1,1,1,1,10,3,"Male",67,"Degree","Full Time","White","Catholic","Married"
"941",2,1,1,5,1,1,3,1,2,8,3,"Female",27,"Degree","Full Time","White","Catholic","Single"
"942",2,1,3,NA,2,1,1,1,1,10,3,"Female",46,"High School","Full Time","Black","Other","Married"
"943",2,1,1,2,2,1,1,1,1,10,3,"Female",76,"Degree","Unemployed","White","Christian","Married"
"944",4,1,10,7,0,0,1,2,3,9,3,"Male",38,"High School","Part Time","Hispanic","None","Married"
"945",2,1,1,7,0,1,2,1,3,8,3,"Female",57,"High School","Other","White","Other","Separated"
"946",2,1,1,7,1,0,2,2,3,7,3,"Male",59,"High School","Full Time","White","Catholic","Married"
"947",3,1,1,7,0,1,1,1,2,10,3,"Female",45,"Some College","Full Time","White","None","Married"
"948",1,1,1,1,2,1,2,1,1,10,3,"Male",73,"High School","Part Time","White","Christian","Married"
"949",1,1,1,2,2,1,2,1,1,10,3,"Male",52,"Some College","Full Time","White","Other","Married"
"950",2,1,1,2,2,1,NA,1,2,9,3,"Female",52,"Degree","Full Time","White","Christian","Married"
"951",2,1,1,1,2,1,2,1,1,10,3,"Male",39,"Some College","Full Time","White","Christian","Married"
"952",2,2,3,3,0,0,3,2,2,2,3,"Female",47,"High School","Unemployed","Hispanic","None","Separated"
"953",3,1,1,2,1,1,2,1,2,10,3,"Female",38,"Primary School","Housewife","Hispanic","Catholic","Married"
"954",2,1,1,1,0,1,2,1,1,10,3,"Female",67,"High School","Unemployed","White","Other","Widowed"
"955",1,1,1,2,2,0,3,1,1,5,3,"Female",60,"High School","Full Time","White","Christian","Separated"
"956",3,1,1,7,1,1,1,2,3,9,3,"Female",29,"Some College","Part Time","White","Catholic","Single"
"957",4,2,7,7,0,0,2,3,4,1,3,"Female",45,"Degree","Full Time","White","None","Separated"
"958",1,1,1,4,1,0,2,1,2,10,3,"Female",36,"Degree","Full Time","White","Other","Separated"
"959",2,1,1,3,2,1,2,1,1,10,3,"Male",56,"High School","Full Time","Hispanic","Catholic","Married"
"960",2,1,1,6,1,1,1,1,2,10,3,"Male",54,"Degree","Self Employed","White","Catholic","Widowed"
"961",2,1,3,4,0,1,1,1,2,10,3,"Male",65,"Some College","Unemployed","White",NA,"Married"
"962",2,1,5,3,2,1,1,1,1,10,3,"Male",53,"Some College","Full Time","Black","Other","Single"
"963",2,1,1,7,1,1,2,1,1,10,3,"Female",60,"High School","Full Time","White","Christian","Widowed"
"964",1,1,2,2,2,1,2,1,1,10,3,"Male",69,"High School","Unemployed","White","Catholic","Married"
"965",2,1,1,6,1,1,3,1,1,10,3,"Female",72,"Some College","Unemployed","White","Christian","Widowed"
"966",2,1,10,2,1,1,2,1,1,10,3,"Male",64,"Degree","Full Time","White","Catholic","Married"
"967",3,1,1,2,1,1,NA,NA,1,10,3,"Female",44,"High School","Self Employed","Hispanic","Other","Married"
"968",2,1,1,7,0,1,2,1,3,8,3,"Female",50,"Some College","Full Time","White","Christian","Married"
"969",1,1,1,1,2,1,1,1,1,10,3,"Female",59,"Degree","Full Time","White","Christian","Married"
"970",3,2,1,7,0,0,3,2,4,1,3,"Male",62,"Some College","Self Employed","White","Judaism","Single"
"971",1,1,1,1,2,1,1,1,1,10,3,"Male",66,"Degree","Unemployed","White","Christian","Widowed"
"972",4,2,1,7,0,0,1,3,4,1,3,"Male",58,"Degree","Full Time","White","None","Married"
"973",1,1,2,5,1,1,3,1,2,10,3,"Male",49,"Some College","Full Time","White","Christian","Married"
"974",3,1,1,7,0,1,1,1,2,8,3,"Female",43,"Degree","Part Time","Other","Other","Married"
"975",2,1,NA,2,2,1,2,1,1,10,3,"Male",59,"Some College","Unemployed","White","Catholic","Separated"
"976",2,1,1,2,2,1,1,1,1,10,3,"Female",33,"Degree","Full Time","Other","Catholic","Married"
"977",3,1,NA,5,0,1,2,2,3,10,3,"Female",57,"High School",NA,"Hispanic","Catholic","Married"
"978",3,1,1,7,0,1,2,2,4,7,3,"Female",49,"Some College","Full Time","White","None","Married"
"979",2,1,1,2,2,1,2,2,1,9,3,"Female",53,"Degree","Full Time","White","Catholic","Married"
"980",2,1,1,1,2,1,1,1,1,10,3,"Female",37,"Some College","Housewife","White","Other","Married"
"981",2,1,1,2,1,1,1,1,1,9,3,"Female",43,"High School","Unemployed","Hispanic","Catholic","Married"
"982",3,NA,1,6,1,0,2,2,3,2,3,"Female",55,"Degree","Full Time","Hispanic","Christian","Separated"
"983",2,1,1,6,0,0,1,1,2,10,3,"Female",64,"Some College","Unemployed","Other","Other","Married"
"984",3,1,NA,6,1,0,2,2,3,4,3,"Male",49,"High School","Full Time","White","Catholic","Married"
"985",2,1,1,3,1,1,3,1,1,10,3,"Female",69,"High School","Unemployed","White","Christian","Married"
"986",2,1,5,4,1,1,2,1,2,5,3,"Male",42,"High School","Full Time","White","None","Married"
"987",4,2,7,7,1,0,2,2,4,2,3,"Male",56,"Primary School","Full Time","Hispanic","None","Separated"
"988",2,1,3,6,1,0,2,1,3,5,3,"Male",63,"High School","Full Time","White","Christian","Separated"
"989",2,1,1,3,2,1,1,1,1,10,3,"Female",51,"Degree","Full Time","White","Other","Married"
"990",2,1,1,2,2,1,2,1,1,10,3,"Female",49,"Degree","Housewife","White","Christian","Married"
"991",2,1,1,2,2,1,3,1,2,9,3,"Female",60,"Degree","Full Time","White","Christian","Single"
"992",1,1,1,4,1,1,3,1,1,10,3,"Male",74,"High School","Unemployed","Hispanic","Catholic","Married"
"993",1,1,1,2,2,1,1,1,1,10,3,"Female",89,"High School","Unemployed","White","Christian","Widowed"
"994",2,1,1,2,2,1,2,1,2,10,3,"Female",38,"High School","Full Time","Hispanic","Christian","Married"
"995",2,1,1,1,2,1,1,1,1,10,3,"Male",49,"Degree","Full Time","White","Other","Married"
"996",3,1,3,7,0,1,2,2,3,4,3,"Male",60,"Degree","Unemployed","White","None","Married"
